Radio Site_Sector_Date_Hour,Hour,Date,Date_Time,Sector_PDSCH_PRB_DL_Util,Sector_PUSCH_PRB_UL_Util,Sector_VoLTE_Traffic_Erl,Sector_Avg_RRC_connected_users,Capacity_On_Off
90851_3_44388_ 00:00, 00:00,11-Jul,11/7/2021 0:00,18.12,3.45,0.32,22,On
90851_3_44388_ 00:00, 00:00,11-Jul,11/7/2021 0:00,18.12,3.45,0.32,22,On
90851_3_44388_ 00:00, 00:00,11-Jul,11/7/2021 0:00,18.12,3.45,0.32,22,Off
90851_3_44388_ 00:00, 00:00,11-Jul,11/7/2021 0:00,18.12,3.45,0.32,22,Off
90851_3_44388_ 00:00, 00:00,11-Jul,11/7/2021 0:00,18.12,3.45,0.32,22,Off
90851_3_44388_ 01:00, 01:00,11-Jul,11/7/2021 1:00,9.46,2.07,0.09,11.5,On
90851_3_44388_ 01:00, 01:00,11-Jul,11/7/2021 1:00,9.46,2.07,0.09,11.5,On
90851_3_44388_ 01:00, 01:00,11-Jul,11/7/2021 1:00,9.46,2.07,0.09,11.5,Off
90851_3_44388_ 01:00, 01:00,11-Jul,11/7/2021 1:00,9.46,2.07,0.09,11.5,Off
90851_3_44388_ 02:00, 02:00,11-Jul,11/7/2021 2:00,5.29,1.04,0.03,8,On
90851_3_44388_ 02:00, 02:00,11-Jul,11/7/2021 2:00,5.29,1.04,0.03,8,On
90851_3_44388_ 02:00, 02:00,11-Jul,11/7/2021 2:00,5.29,1.04,0.03,8,Off
90851_3_44388_ 02:00, 02:00,11-Jul,11/7/2021 2:00,5.29,1.04,0.03,8,Off
90851_3_44388_ 03:00, 03:00,11-Jul,11/7/2021 3:00,1.84,1.16,0.02,7,On
90851_3_44388_ 03:00, 03:00,11-Jul,11/7/2021 3:00,1.84,1.16,0.02,7,On
90851_3_44388_ 03:00, 03:00,11-Jul,11/7/2021 3:00,1.84,1.16,0.02,7,Off
90851_3_44388_ 03:00, 03:00,11-Jul,11/7/2021 3:00,1.84,1.16,0.02,7,Off
90851_3_44388_ 04:00, 04:00,11-Jul,11/7/2021 4:00,1.67,0.86,0.05,6,On
90851_3_44388_ 04:00, 04:00,11-Jul,11/7/2021 4:00,1.67,0.86,0.05,6,On
90851_3_44388_ 04:00, 04:00,11-Jul,11/7/2021 4:00,1.67,0.86,0.05,6,Off
90851_3_44388_ 04:00, 04:00,11-Jul,11/7/2021 4:00,1.67,0.86,0.05,6,Off
90851_3_44388_ 05:00, 05:00,11-Jul,11/7/2021 5:00,1.94,8.34,0.1,6.25,On
90851_3_44388_ 05:00, 05:00,11-Jul,11/7/2021 5:00,1.94,8.34,0.1,6.25,On
90851_3_44388_ 05:00, 05:00,11-Jul,11/7/2021 5:00,1.94,8.34,0.1,6.25,Off
90851_3_44388_ 05:00, 05:00,11-Jul,11/7/2021 5:00,1.94,8.34,0.1,6.25,Off
90851_3_44388_ 06:00, 06:00,11-Jul,11/7/2021 6:00,2.46,2.25,0.68,12,On
90851_3_44388_ 06:00, 06:00,11-Jul,11/7/2021 6:00,2.46,2.25,0.68,12,On
90851_3_44388_ 06:00, 06:00,11-Jul,11/7/2021 6:00,2.46,2.25,0.68,12,Off
90851_3_44388_ 06:00, 06:00,11-Jul,11/7/2021 6:00,2.46,2.25,0.68,12,Off
90851_3_44388_ 06:00, 06:00,11-Jul,11/7/2021 6:00,2.46,2.25,0.68,12,Off
90851_3_44388_ 07:00, 07:00,11-Jul,11/7/2021 7:00,6.74,2.24,2.4,21.5,On
90851_3_44388_ 07:00, 07:00,11-Jul,11/7/2021 7:00,6.74,2.24,2.4,21.5,On
90851_3_44388_ 07:00, 07:00,11-Jul,11/7/2021 7:00,6.74,2.24,2.4,21.5,Off
90851_3_44388_ 07:00, 07:00,11-Jul,11/7/2021 7:00,6.74,2.24,2.4,21.5,Off
90851_3_44388_ 07:00, 07:00,11-Jul,11/7/2021 7:00,6.74,2.24,2.4,21.5,Off
90851_3_44388_ 08:00, 08:00,11-Jul,11/7/2021 8:00,9.25,4.37,2.98,26.75,On
90851_3_44388_ 08:00, 08:00,11-Jul,11/7/2021 8:00,9.25,4.37,2.98,26.75,On
90851_3_44388_ 08:00, 08:00,11-Jul,11/7/2021 8:00,9.25,4.37,2.98,26.75,Off
90851_3_44388_ 08:00, 08:00,11-Jul,11/7/2021 8:00,9.25,4.37,2.98,26.75,Off
90851_3_44388_ 08:00, 08:00,11-Jul,11/7/2021 8:00,9.25,4.37,2.98,26.75,Off
90851_3_44388_ 09:00, 09:00,11-Jul,11/7/2021 9:00,15.77,5.33,4.59,33.25,On
90851_3_44388_ 09:00, 09:00,11-Jul,11/7/2021 9:00,15.77,5.33,4.59,33.25,On
90851_3_44388_ 09:00, 09:00,11-Jul,11/7/2021 9:00,15.77,5.33,4.59,33.25,Off
90851_3_44388_ 09:00, 09:00,11-Jul,11/7/2021 9:00,15.77,5.33,4.59,33.25,On
90851_3_44388_ 09:00, 09:00,11-Jul,11/7/2021 9:00,15.77,5.33,4.59,33.25,Off
90851_3_44388_ 10:00, 10:00,11-Jul,11/7/2021 10:00,19.74,8.72,7.65,41.5,On
90851_3_44388_ 10:00, 10:00,11-Jul,11/7/2021 10:00,19.74,8.72,7.65,41.5,On
90851_3_44388_ 10:00, 10:00,11-Jul,11/7/2021 10:00,19.74,8.72,7.65,41.5,Off
90851_3_44388_ 10:00, 10:00,11-Jul,11/7/2021 10:00,19.74,8.72,7.65,41.5,On
90851_3_44388_ 10:00, 10:00,11-Jul,11/7/2021 10:00,19.74,8.72,7.65,41.5,Off
90851_3_44388_ 11:00, 11:00,11-Jul,11/7/2021 11:00,14.79,9.17,5.47,36,On
90851_3_44388_ 11:00, 11:00,11-Jul,11/7/2021 11:00,14.79,9.17,5.47,36,On
90851_3_44388_ 11:00, 11:00,11-Jul,11/7/2021 11:00,14.79,9.17,5.47,36,Off
90851_3_44388_ 11:00, 11:00,11-Jul,11/7/2021 11:00,14.79,9.17,5.47,36,Off
90851_3_44388_ 11:00, 11:00,11-Jul,11/7/2021 11:00,14.79,9.17,5.47,36,Off
90851_3_44388_ 12:00, 12:00,11-Jul,11/7/2021 12:00,13.56,6.32,4.92,32.5,On
90851_3_44388_ 12:00, 12:00,11-Jul,11/7/2021 12:00,13.56,6.32,4.92,32.5,On
90851_3_44388_ 12:00, 12:00,11-Jul,11/7/2021 12:00,13.56,6.32,4.92,32.5,Off
90851_3_44388_ 12:00, 12:00,11-Jul,11/7/2021 12:00,13.56,6.32,4.92,32.5,Off
90851_3_44388_ 12:00, 12:00,11-Jul,11/7/2021 12:00,13.56,6.32,4.92,32.5,Off
90851_3_44388_ 13:00, 13:00,11-Jul,11/7/2021 13:00,22.79,6.13,4.52,36.75,On
90851_3_44388_ 13:00, 13:00,11-Jul,11/7/2021 13:00,22.79,6.13,4.52,36.75,On
90851_3_44388_ 13:00, 13:00,11-Jul,11/7/2021 13:00,22.79,6.13,4.52,36.75,Off
90851_3_44388_ 13:00, 13:00,11-Jul,11/7/2021 13:00,22.79,6.13,4.52,36.75,On
90851_3_44388_ 13:00, 13:00,11-Jul,11/7/2021 13:00,22.79,6.13,4.52,36.75,Off
90851_3_44388_ 14:00, 14:00,11-Jul,11/7/2021 14:00,21.18,6.36,4.75,37,On
90851_3_44388_ 14:00, 14:00,11-Jul,11/7/2021 14:00,21.18,6.36,4.75,37,On
90851_3_44388_ 14:00, 14:00,11-Jul,11/7/2021 14:00,21.18,6.36,4.75,37,Off
90851_3_44388_ 14:00, 14:00,11-Jul,11/7/2021 14:00,21.18,6.36,4.75,37,On
90851_3_44388_ 14:00, 14:00,11-Jul,11/7/2021 14:00,21.18,6.36,4.75,37,Off
90851_3_44388_ 15:00, 15:00,11-Jul,11/7/2021 15:00,18.52,5.16,4.47,33.75,On
90851_3_44388_ 15:00, 15:00,11-Jul,11/7/2021 15:00,18.52,5.16,4.47,33.75,On
90851_3_44388_ 15:00, 15:00,11-Jul,11/7/2021 15:00,18.52,5.16,4.47,33.75,Off
90851_3_44388_ 15:00, 15:00,11-Jul,11/7/2021 15:00,18.52,5.16,4.47,33.75,On
90851_3_44388_ 15:00, 15:00,11-Jul,11/7/2021 15:00,18.52,5.16,4.47,33.75,Off
90851_3_44388_ 16:00, 16:00,11-Jul,11/7/2021 16:00,14.56,6.14,3.49,31.5,On
90851_3_44388_ 16:00, 16:00,11-Jul,11/7/2021 16:00,14.56,6.14,3.49,31.5,On
90851_3_44388_ 16:00, 16:00,11-Jul,11/7/2021 16:00,14.56,6.14,3.49,31.5,Off
90851_3_44388_ 16:00, 16:00,11-Jul,11/7/2021 16:00,14.56,6.14,3.49,31.5,On
90851_3_44388_ 16:00, 16:00,11-Jul,11/7/2021 16:00,14.56,6.14,3.49,31.5,Off
90851_3_44388_ 17:00, 17:00,11-Jul,11/7/2021 17:00,15.85,6.91,6.18,38,On
90851_3_44388_ 17:00, 17:00,11-Jul,11/7/2021 17:00,15.85,6.91,6.18,38,On
90851_3_44388_ 17:00, 17:00,11-Jul,11/7/2021 17:00,15.85,6.91,6.18,38,Off
90851_3_44388_ 17:00, 17:00,11-Jul,11/7/2021 17:00,15.85,6.91,6.18,38,On
90851_3_44388_ 17:00, 17:00,11-Jul,11/7/2021 17:00,15.85,6.91,6.18,38,Off
90851_3_44388_ 18:00, 18:00,11-Jul,11/7/2021 18:00,17.77,8.24,7.55,41.75,On
90851_3_44388_ 18:00, 18:00,11-Jul,11/7/2021 18:00,17.77,8.24,7.55,41.75,On
90851_3_44388_ 18:00, 18:00,11-Jul,11/7/2021 18:00,17.77,8.24,7.55,41.75,Off
90851_3_44388_ 18:00, 18:00,11-Jul,11/7/2021 18:00,17.77,8.24,7.55,41.75,On
90851_3_44388_ 18:00, 18:00,11-Jul,11/7/2021 18:00,17.77,8.24,7.55,41.75,Off
90851_3_44388_ 19:00, 19:00,11-Jul,11/7/2021 19:00,18.55,7.08,6.55,43.75,On
90851_3_44388_ 19:00, 19:00,11-Jul,11/7/2021 19:00,18.55,7.08,6.55,43.75,On
90851_3_44388_ 19:00, 19:00,11-Jul,11/7/2021 19:00,18.55,7.08,6.55,43.75,Off
90851_3_44388_ 19:00, 19:00,11-Jul,11/7/2021 19:00,18.55,7.08,6.55,43.75,Off
90851_3_44388_ 19:00, 19:00,11-Jul,11/7/2021 19:00,18.55,7.08,6.55,43.75,Off
90851_3_44388_ 20:00, 20:00,11-Jul,11/7/2021 20:00,28.72,8.94,4.23,44.5,On
90851_3_44388_ 20:00, 20:00,11-Jul,11/7/2021 20:00,28.72,8.94,4.23,44.5,On
90851_3_44388_ 20:00, 20:00,11-Jul,11/7/2021 20:00,28.72,8.94,4.23,44.5,Off
90851_3_44388_ 20:00, 20:00,11-Jul,11/7/2021 20:00,28.72,8.94,4.23,44.5,On
90851_3_44388_ 20:00, 20:00,11-Jul,11/7/2021 20:00,28.72,8.94,4.23,44.5,Off
90851_3_44388_ 21:00, 21:00,11-Jul,11/7/2021 21:00,27.37,6.98,3.6,40.75,On
90851_3_44388_ 21:00, 21:00,11-Jul,11/7/2021 21:00,27.37,6.98,3.6,40.75,On
90851_3_44388_ 21:00, 21:00,11-Jul,11/7/2021 21:00,27.37,6.98,3.6,40.75,Off
90851_3_44388_ 21:00, 21:00,11-Jul,11/7/2021 21:00,27.37,6.98,3.6,40.75,On
90851_3_44388_ 21:00, 21:00,11-Jul,11/7/2021 21:00,27.37,6.98,3.6,40.75,Off
90851_3_44388_ 22:00, 22:00,11-Jul,11/7/2021 22:00,37.23,9.52,2.46,41,On
90851_3_44388_ 22:00, 22:00,11-Jul,11/7/2021 22:00,37.23,9.52,2.46,41,On
90851_3_44388_ 22:00, 22:00,11-Jul,11/7/2021 22:00,37.23,9.52,2.46,41,Off
90851_3_44388_ 22:00, 22:00,11-Jul,11/7/2021 22:00,37.23,9.52,2.46,41,On
90851_3_44388_ 22:00, 22:00,11-Jul,11/7/2021 22:00,37.23,9.52,2.46,41,Off
90851_3_44388_ 23:00, 23:00,11-Jul,11/7/2021 23:00,29.15,7.31,1.22,36.75,On
90851_3_44388_ 23:00, 23:00,11-Jul,11/7/2021 23:00,29.15,7.31,1.22,36.75,On
90851_3_44388_ 23:00, 23:00,11-Jul,11/7/2021 23:00,29.15,7.31,1.22,36.75,Off
90851_3_44388_ 23:00, 23:00,11-Jul,11/7/2021 23:00,29.15,7.31,1.22,36.75,On
90851_3_44388_ 23:00, 23:00,11-Jul,11/7/2021 23:00,29.15,7.31,1.22,36.75,Off
90851_3_44389_ 00:00, 00:00,12-Jul,12/7/2021 0:00,18.99,6.94,0.06,23.5,On
90851_3_44389_ 00:00, 00:00,12-Jul,12/7/2021 0:00,18.99,6.94,0.06,23.5,On
90851_3_44389_ 00:00, 00:00,12-Jul,12/7/2021 0:00,18.99,6.94,0.06,23.5,Off
90851_3_44389_ 00:00, 00:00,12-Jul,12/7/2021 0:00,18.99,6.94,0.06,23.5,On
90851_3_44389_ 00:00, 00:00,12-Jul,12/7/2021 0:00,18.99,6.94,0.06,23.5,Off
90851_3_44389_ 01:00, 01:00,12-Jul,12/7/2021 1:00,11.95,2.89,0.03,16.25,On
90851_3_44389_ 01:00, 01:00,12-Jul,12/7/2021 1:00,11.95,2.89,0.03,16.25,On
90851_3_44389_ 01:00, 01:00,12-Jul,12/7/2021 1:00,11.95,2.89,0.03,16.25,Off
90851_3_44389_ 01:00, 01:00,12-Jul,12/7/2021 1:00,11.95,2.89,0.03,16.25,On
90851_3_44389_ 02:00, 02:00,12-Jul,12/7/2021 2:00,5.97,1.25,0,10,On
90851_3_44389_ 02:00, 02:00,12-Jul,12/7/2021 2:00,5.97,1.25,0,10,On
90851_3_44389_ 02:00, 02:00,12-Jul,12/7/2021 2:00,5.97,1.25,0,10,Off
90851_3_44389_ 02:00, 02:00,12-Jul,12/7/2021 2:00,5.97,1.25,0,10,Off
90851_3_44389_ 03:00, 03:00,12-Jul,12/7/2021 3:00,5.66,1.75,0.02,9.25,On
90851_3_44389_ 03:00, 03:00,12-Jul,12/7/2021 3:00,5.66,1.75,0.02,9.25,On
90851_3_44389_ 03:00, 03:00,12-Jul,12/7/2021 3:00,5.66,1.75,0.02,9.25,Off
90851_3_44389_ 03:00, 03:00,12-Jul,12/7/2021 3:00,5.66,1.75,0.02,9.25,Off
90851_3_44389_ 04:00, 04:00,12-Jul,12/7/2021 4:00,1.3,0.94,0.01,9.25,On
90851_3_44389_ 04:00, 04:00,12-Jul,12/7/2021 4:00,1.3,0.94,0.01,9.25,On
90851_3_44389_ 04:00, 04:00,12-Jul,12/7/2021 4:00,1.3,0.94,0.01,9.25,Off
90851_3_44389_ 04:00, 04:00,12-Jul,12/7/2021 4:00,1.3,0.94,0.01,9.25,Off
90851_3_44389_ 05:00, 05:00,12-Jul,12/7/2021 5:00,2.04,0.86,0.12,9,On
90851_3_44389_ 05:00, 05:00,12-Jul,12/7/2021 5:00,2.04,0.86,0.12,9,On
90851_3_44389_ 05:00, 05:00,12-Jul,12/7/2021 5:00,2.04,0.86,0.12,9,Off
90851_3_44389_ 05:00, 05:00,12-Jul,12/7/2021 5:00,2.04,0.86,0.12,9,Off
90851_3_44389_ 06:00, 06:00,12-Jul,12/7/2021 6:00,2.75,1.19,0.23,13,On
90851_3_44389_ 06:00, 06:00,12-Jul,12/7/2021 6:00,2.75,1.19,0.23,13,On
90851_3_44389_ 06:00, 06:00,12-Jul,12/7/2021 6:00,2.75,1.19,0.23,13,Off
90851_3_44389_ 06:00, 06:00,12-Jul,12/7/2021 6:00,2.75,1.19,0.23,13,Off
90851_3_44389_ 06:00, 06:00,12-Jul,12/7/2021 6:00,2.75,1.19,0.23,13,Off
90851_3_44389_ 07:00, 07:00,12-Jul,12/7/2021 7:00,6.96,2.12,0.9,21.25,On
90851_3_44389_ 07:00, 07:00,12-Jul,12/7/2021 7:00,6.96,2.12,0.9,21.25,On
90851_3_44389_ 07:00, 07:00,12-Jul,12/7/2021 7:00,6.96,2.12,0.9,21.25,Off
90851_3_44389_ 07:00, 07:00,12-Jul,12/7/2021 7:00,6.96,2.12,0.9,21.25,Off
90851_3_44389_ 07:00, 07:00,12-Jul,12/7/2021 7:00,6.96,2.12,0.9,21.25,Off
90851_3_44390_ 00:00, 00:00,13-Jul,13/7/2021 00:00,13.06,3.48,0.48,20.75,On
90851_3_44390_ 00:00, 00:00,13-Jul,13/7/2021 00:00,13.06,3.48,0.48,20.75,On
90851_3_44390_ 00:00, 00:00,13-Jul,13/7/2021 00:00,13.06,3.48,0.48,20.75,Off
90851_3_44390_ 00:00, 00:00,13-Jul,13/7/2021 00:00,13.06,3.48,0.48,20.75,On
90851_3_44390_ 00:00, 00:00,13-Jul,13/7/2021 00:00,13.06,3.48,0.48,20.75,Off
90851_3_44390_ 01:00, 01:00,13-Jul,13/7/2021 01:00,7.25,1.94,0.07,12.5,On
90851_3_44390_ 01:00, 01:00,13-Jul,13/7/2021 01:00,7.25,1.94,0.07,12.5,On
90851_3_44390_ 01:00, 01:00,13-Jul,13/7/2021 01:00,7.25,1.94,0.07,12.5,Off
90851_3_44390_ 01:00, 01:00,13-Jul,13/7/2021 01:00,7.25,1.94,0.07,12.5,Off
90851_3_44390_ 02:00, 02:00,13-Jul,13/7/2021 02:00,6.6,7.22,0,10.5,On
90851_3_44390_ 02:00, 02:00,13-Jul,13/7/2021 02:00,6.6,7.22,0,10.5,On
90851_3_44390_ 02:00, 02:00,13-Jul,13/7/2021 02:00,6.6,7.22,0,10.5,Off
90851_3_44390_ 02:00, 02:00,13-Jul,13/7/2021 02:00,6.6,7.22,0,10.5,Off
90851_3_44390_ 03:00, 03:00,13-Jul,13/7/2021 03:00,3.55,2.18,0.08,8.25,On
90851_3_44390_ 03:00, 03:00,13-Jul,13/7/2021 03:00,3.55,2.18,0.08,8.25,On
90851_3_44390_ 03:00, 03:00,13-Jul,13/7/2021 03:00,3.55,2.18,0.08,8.25,Off
90851_3_44390_ 03:00, 03:00,13-Jul,13/7/2021 03:00,3.55,2.18,0.08,8.25,Off
90851_3_44390_ 04:00, 04:00,13-Jul,13/7/2021 04:00,0.79,0.54,0.01,6,On
90851_3_44390_ 04:00, 04:00,13-Jul,13/7/2021 04:00,0.79,0.54,0.01,6,On
90851_3_44390_ 04:00, 04:00,13-Jul,13/7/2021 04:00,0.79,0.54,0.01,6,Off
90851_3_44390_ 04:00, 04:00,13-Jul,13/7/2021 04:00,0.79,0.54,0.01,6,Off
90851_3_44390_ 05:00, 05:00,13-Jul,13/7/2021 05:00,2.73,9.21,0.11,7.75,On
90851_3_44390_ 05:00, 05:00,13-Jul,13/7/2021 05:00,2.73,9.21,0.11,7.75,On
90851_3_44390_ 05:00, 05:00,13-Jul,13/7/2021 05:00,2.73,9.21,0.11,7.75,Off
90851_3_44390_ 05:00, 05:00,13-Jul,13/7/2021 05:00,2.73,9.21,0.11,7.75,Off
90851_3_44390_ 06:00, 06:00,13-Jul,13/7/2021 06:00,3.39,3.19,0.64,19.5,On
90851_3_44390_ 06:00, 06:00,13-Jul,13/7/2021 06:00,3.39,3.19,0.64,19.5,On
90851_3_44390_ 06:00, 06:00,13-Jul,13/7/2021 06:00,3.39,3.19,0.64,19.5,Off
90851_3_44390_ 06:00, 06:00,13-Jul,13/7/2021 06:00,3.39,3.19,0.64,19.5,Off
90851_3_44390_ 06:00, 06:00,13-Jul,13/7/2021 06:00,3.39,3.19,0.64,19.5,Off
90851_3_44390_ 07:00, 07:00,13-Jul,13/7/2021 07:00,6.71,5.27,1.85,25,On
90851_3_44390_ 07:00, 07:00,13-Jul,13/7/2021 07:00,6.71,5.27,1.85,25,On
90851_3_44390_ 07:00, 07:00,13-Jul,13/7/2021 07:00,6.71,5.27,1.85,25,Off
90851_3_44390_ 07:00, 07:00,13-Jul,13/7/2021 07:00,6.71,5.27,1.85,25,Off
90851_3_44390_ 07:00, 07:00,13-Jul,13/7/2021 07:00,6.71,5.27,1.85,25,Off
90851_3_44390_ 08:00, 08:00,13-Jul,13/7/2021 08:00,13.62,11.44,2.89,29,On
90851_3_44390_ 08:00, 08:00,13-Jul,13/7/2021 08:00,13.62,11.44,2.89,29,On
90851_3_44390_ 08:00, 08:00,13-Jul,13/7/2021 08:00,13.62,11.44,2.89,29,Off
90851_3_44390_ 08:00, 08:00,13-Jul,13/7/2021 08:00,13.62,11.44,2.89,29,Off
90851_3_44390_ 08:00, 08:00,13-Jul,13/7/2021 08:00,13.62,11.44,2.89,29,Off
90851_3_44390_ 09:00, 09:00,13-Jul,13/7/2021 09:00,16.28,8.53,4.58,34.5,On
90851_3_44390_ 09:00, 09:00,13-Jul,13/7/2021 09:00,16.28,8.53,4.58,34.5,On
90851_3_44390_ 09:00, 09:00,13-Jul,13/7/2021 09:00,16.28,8.53,4.58,34.5,Off
90851_3_44390_ 09:00, 09:00,13-Jul,13/7/2021 09:00,16.28,8.53,4.58,34.5,On
90851_3_44390_ 09:00, 09:00,13-Jul,13/7/2021 09:00,16.28,8.53,4.58,34.5,Off
90851_3_44390_ 10:00, 10:00,13-Jul,13/7/2021 10:00,20.58,10.33,8.12,41,On
90851_3_44390_ 10:00, 10:00,13-Jul,13/7/2021 10:00,20.58,10.33,8.12,41,On
90851_3_44390_ 10:00, 10:00,13-Jul,13/7/2021 10:00,20.58,10.33,8.12,41,Off
90851_3_44390_ 10:00, 10:00,13-Jul,13/7/2021 10:00,20.58,10.33,8.12,41,On
90851_3_44390_ 10:00, 10:00,13-Jul,13/7/2021 10:00,20.58,10.33,8.12,41,Off
90851_3_44390_ 11:00, 11:00,13-Jul,13/7/2021 11:00,14.15,8.25,7.85,39.5,On
90851_3_44390_ 11:00, 11:00,13-Jul,13/7/2021 11:00,14.15,8.25,7.85,39.5,On
90851_3_44390_ 11:00, 11:00,13-Jul,13/7/2021 11:00,14.15,8.25,7.85,39.5,Off
90851_3_44390_ 11:00, 11:00,13-Jul,13/7/2021 11:00,14.15,8.25,7.85,39.5,On
90851_3_44390_ 11:00, 11:00,13-Jul,13/7/2021 11:00,14.15,8.25,7.85,39.5,Off
90851_3_44390_ 12:00, 12:00,13-Jul,13/7/2021 12:00,16.39,8.67,6.41,36,On
90851_3_44390_ 12:00, 12:00,13-Jul,13/7/2021 12:00,16.39,8.67,6.41,36,On
90851_3_44390_ 12:00, 12:00,13-Jul,13/7/2021 12:00,16.39,8.67,6.41,36,Off
90851_3_44390_ 12:00, 12:00,13-Jul,13/7/2021 12:00,16.39,8.67,6.41,36,Off
90851_3_44390_ 12:00, 12:00,13-Jul,13/7/2021 12:00,16.39,8.67,6.41,36,Off
90851_3_44390_ 13:00, 13:00,13-Jul,13/7/2021 13:00,21.7,8.4,6.07,39.5,On
90851_3_44390_ 13:00, 13:00,13-Jul,13/7/2021 13:00,21.7,8.4,6.07,39.5,On
90851_3_44390_ 13:00, 13:00,13-Jul,13/7/2021 13:00,21.7,8.4,6.07,39.5,Off
90851_3_44390_ 13:00, 13:00,13-Jul,13/7/2021 13:00,21.7,8.4,6.07,39.5,On
90851_3_44390_ 13:00, 13:00,13-Jul,13/7/2021 13:00,21.7,8.4,6.07,39.5,Off
90851_3_44390_ 14:00, 14:00,13-Jul,13/7/2021 14:00,22.09,8.11,5.14,40,On
90851_3_44390_ 14:00, 14:00,13-Jul,13/7/2021 14:00,22.09,8.11,5.14,40,On
90851_3_44390_ 14:00, 14:00,13-Jul,13/7/2021 14:00,22.09,8.11,5.14,40,Off
90851_3_44390_ 14:00, 14:00,13-Jul,13/7/2021 14:00,22.09,8.11,5.14,40,On
90851_3_44390_ 14:00, 14:00,13-Jul,13/7/2021 14:00,22.09,8.11,5.14,40,Off
90851_3_44390_ 15:00, 15:00,13-Jul,13/7/2021 15:00,22.55,7.77,6.19,40.75,On
90851_3_44390_ 15:00, 15:00,13-Jul,13/7/2021 15:00,22.55,7.77,6.19,40.75,On
90851_3_44390_ 15:00, 15:00,13-Jul,13/7/2021 15:00,22.55,7.77,6.19,40.75,Off
90851_3_44390_ 15:00, 15:00,13-Jul,13/7/2021 15:00,22.55,7.77,6.19,40.75,On
90851_3_44390_ 15:00, 15:00,13-Jul,13/7/2021 15:00,22.55,7.77,6.19,40.75,Off
90851_3_44390_ 16:00, 16:00,13-Jul,13/7/2021 16:00,16.01,8.16,8.28,37.25,On
90851_3_44390_ 16:00, 16:00,13-Jul,13/7/2021 16:00,16.01,8.16,8.28,37.25,On
90851_3_44390_ 16:00, 16:00,13-Jul,13/7/2021 16:00,16.01,8.16,8.28,37.25,Off
90851_3_44390_ 16:00, 16:00,13-Jul,13/7/2021 16:00,16.01,8.16,8.28,37.25,On
