Radio Site_Sector_Date_Hour,Hour,Date,Date_Time,Sector_PDSCH_PRB_DL_Util,Sector_PUSCH_PRB_UL_Util,Sector_VoLTE_Traffic_Erl,Sector_Avg_RRC_connected_users,Capacity_On_Off
90851_3_44392_ 16:00, 16:00,15-Jul,15/7/2021 16:00,14.34,5.45,6.37,32.75,On
90851_3_44392_ 16:00, 16:00,15-Jul,15/7/2021 16:00,14.34,5.45,6.37,32.75,Off
90851_3_44392_ 17:00, 17:00,15-Jul,15/7/2021 17:00,12.71,7.36,9.35,40,On
90851_3_44392_ 17:00, 17:00,15-Jul,15/7/2021 17:00,12.71,7.36,9.35,40,On
90851_3_44392_ 17:00, 17:00,15-Jul,15/7/2021 17:00,12.71,7.36,9.35,40,Off
90851_3_44392_ 17:00, 17:00,15-Jul,15/7/2021 17:00,12.71,7.36,9.35,40,Off
90851_3_44392_ 17:00, 17:00,15-Jul,15/7/2021 17:00,12.71,7.36,9.35,40,Off
90851_3_44392_ 18:00, 18:00,15-Jul,15/7/2021 18:00,11.07,8.05,8.31,38.25,On
90851_3_44392_ 18:00, 18:00,15-Jul,15/7/2021 18:00,11.07,8.05,8.31,38.25,On
90851_3_44392_ 18:00, 18:00,15-Jul,15/7/2021 18:00,11.07,8.05,8.31,38.25,Off
90851_3_44392_ 18:00, 18:00,15-Jul,15/7/2021 18:00,11.07,8.05,8.31,38.25,Off
90851_3_44392_ 18:00, 18:00,15-Jul,15/7/2021 18:00,11.07,8.05,8.31,38.25,Off
90851_3_44392_ 19:00, 19:00,15-Jul,15/7/2021 19:00,14.83,8.79,7.84,39.5,On
90851_3_44392_ 19:00, 19:00,15-Jul,15/7/2021 19:00,14.83,8.79,7.84,39.5,On
90851_3_44392_ 19:00, 19:00,15-Jul,15/7/2021 19:00,14.83,8.79,7.84,39.5,Off
90851_3_44392_ 19:00, 19:00,15-Jul,15/7/2021 19:00,14.83,8.79,7.84,39.5,Off
90851_3_44392_ 19:00, 19:00,15-Jul,15/7/2021 19:00,14.83,8.79,7.84,39.5,Off
90851_3_44392_ 20:00, 20:00,15-Jul,15/7/2021 20:00,17.18,7.22,6.23,36.5,On
90851_3_44392_ 20:00, 20:00,15-Jul,15/7/2021 20:00,17.18,7.22,6.23,36.5,On
90851_3_44392_ 20:00, 20:00,15-Jul,15/7/2021 20:00,17.18,7.22,6.23,36.5,Off
90851_3_44392_ 20:00, 20:00,15-Jul,15/7/2021 20:00,17.18,7.22,6.23,36.5,Off
90851_3_44392_ 20:00, 20:00,15-Jul,15/7/2021 20:00,17.18,7.22,6.23,36.5,Off
90851_3_44392_ 21:00, 21:00,15-Jul,15/7/2021 21:00,25.51,8.62,6.2,40.5,On
90851_3_44392_ 21:00, 21:00,15-Jul,15/7/2021 21:00,25.51,8.62,6.2,40.5,On
90851_3_44392_ 21:00, 21:00,15-Jul,15/7/2021 21:00,25.51,8.62,6.2,40.5,Off
90851_3_44392_ 21:00, 21:00,15-Jul,15/7/2021 21:00,25.51,8.62,6.2,40.5,On
90851_3_44392_ 21:00, 21:00,15-Jul,15/7/2021 21:00,25.51,8.62,6.2,40.5,Off
90851_3_44392_ 22:00, 22:00,15-Jul,15/7/2021 22:00,21.97,7.87,5.26,36.25,On
90851_3_44392_ 22:00, 22:00,15-Jul,15/7/2021 22:00,21.97,7.87,5.26,36.25,On
90851_3_44392_ 22:00, 22:00,15-Jul,15/7/2021 22:00,21.97,7.87,5.26,36.25,Off
90851_3_44392_ 22:00, 22:00,15-Jul,15/7/2021 22:00,21.97,7.87,5.26,36.25,Off
90851_3_44392_ 22:00, 22:00,15-Jul,15/7/2021 22:00,21.97,7.87,5.26,36.25,Off
90851_3_44392_ 23:00, 23:00,15-Jul,15/7/2021 23:00,20.24,5.35,1.17,24.5,On
90851_3_44392_ 23:00, 23:00,15-Jul,15/7/2021 23:00,20.24,5.35,1.17,24.5,On
90851_3_44392_ 23:00, 23:00,15-Jul,15/7/2021 23:00,20.24,5.35,1.17,24.5,Off
90851_3_44392_ 23:00, 23:00,15-Jul,15/7/2021 23:00,20.24,5.35,1.17,24.5,On
90851_3_44392_ 23:00, 23:00,15-Jul,15/7/2021 23:00,20.24,5.35,1.17,24.5,Off
90851_3_44393_ 00:00, 00:00,16-Jul,16/7/2021 00:00,13.45,4.62,0.18,15.75,On
90851_3_44393_ 00:00, 00:00,16-Jul,16/7/2021 00:00,13.45,4.62,0.18,15.75,On
90851_3_44393_ 00:00, 00:00,16-Jul,16/7/2021 00:00,13.45,4.62,0.18,15.75,Off
90851_3_44393_ 00:00, 00:00,16-Jul,16/7/2021 00:00,13.45,4.62,0.18,15.75,Off
90851_3_44393_ 00:00, 00:00,16-Jul,16/7/2021 00:00,13.45,4.62,0.18,15.75,Off
90851_3_44393_ 01:00, 01:00,16-Jul,16/7/2021 01:00,7.51,4.17,0.02,11.75,On
90851_3_44393_ 01:00, 01:00,16-Jul,16/7/2021 01:00,7.51,4.17,0.02,11.75,On
90851_3_44393_ 01:00, 01:00,16-Jul,16/7/2021 01:00,7.51,4.17,0.02,11.75,Off
90851_3_44393_ 01:00, 01:00,16-Jul,16/7/2021 01:00,7.51,4.17,0.02,11.75,Off
90851_3_44393_ 02:00, 02:00,16-Jul,16/7/2021 02:00,2.55,3.12,0.33,7,On
90851_3_44393_ 02:00, 02:00,16-Jul,16/7/2021 02:00,2.55,3.12,0.33,7,On
90851_3_44393_ 02:00, 02:00,16-Jul,16/7/2021 02:00,2.55,3.12,0.33,7,Off
90851_3_44393_ 02:00, 02:00,16-Jul,16/7/2021 02:00,2.55,3.12,0.33,7,Off
90851_3_44393_ 03:00, 03:00,16-Jul,16/7/2021 03:00,3.4,2.48,0.01,5.5,On
90851_3_44393_ 03:00, 03:00,16-Jul,16/7/2021 03:00,3.4,2.48,0.01,5.5,On
90851_3_44393_ 03:00, 03:00,16-Jul,16/7/2021 03:00,3.4,2.48,0.01,5.5,Off
90851_3_44393_ 03:00, 03:00,16-Jul,16/7/2021 03:00,3.4,2.48,0.01,5.5,Off
90851_3_44393_ 04:00, 04:00,16-Jul,16/7/2021 04:00,1.81,0.61,0.07,5.5,On
90851_3_44393_ 04:00, 04:00,16-Jul,16/7/2021 04:00,1.81,0.61,0.07,5.5,On
90851_3_44393_ 04:00, 04:00,16-Jul,16/7/2021 04:00,1.81,0.61,0.07,5.5,Off
90851_3_44393_ 04:00, 04:00,16-Jul,16/7/2021 04:00,1.81,0.61,0.07,5.5,Off
90851_3_44393_ 05:00, 05:00,16-Jul,16/7/2021 05:00,1.45,0.79,0.06,6.75,On
90851_3_44393_ 05:00, 05:00,16-Jul,16/7/2021 05:00,1.45,0.79,0.06,6.75,On
90851_3_44393_ 05:00, 05:00,16-Jul,16/7/2021 05:00,1.45,0.79,0.06,6.75,Off
90851_3_44393_ 05:00, 05:00,16-Jul,16/7/2021 05:00,1.45,0.79,0.06,6.75,Off
90851_3_44393_ 06:00, 06:00,16-Jul,16/7/2021 06:00,2.82,2.26,0.49,16.5,On
90851_3_44393_ 06:00, 06:00,16-Jul,16/7/2021 06:00,2.82,2.26,0.49,16.5,Off
90851_3_44393_ 06:00, 06:00,16-Jul,16/7/2021 06:00,2.82,2.26,0.49,16.5,Off
90851_3_44393_ 06:00, 06:00,16-Jul,16/7/2021 06:00,2.82,2.26,0.49,16.5,Off
90851_3_44393_ 07:00, 07:00,16-Jul,16/7/2021 07:00,6.23,7.45,0.83,19,On
90851_3_44393_ 07:00, 07:00,16-Jul,16/7/2021 07:00,6.23,7.45,0.83,19,Off
90851_3_44393_ 07:00, 07:00,16-Jul,16/7/2021 07:00,6.23,7.45,0.83,19,Off
90851_3_44393_ 07:00, 07:00,16-Jul,16/7/2021 07:00,6.23,7.45,0.83,19,Off
90851_3_44393_ 08:00, 08:00,16-Jul,16/7/2021 08:00,17.06,6.14,1.79,29.25,On
90851_3_44393_ 08:00, 08:00,16-Jul,16/7/2021 08:00,17.06,6.14,1.79,29.25,Off
90851_3_44393_ 08:00, 08:00,16-Jul,16/7/2021 08:00,17.06,6.14,1.79,29.25,On
90851_3_44393_ 08:00, 08:00,16-Jul,16/7/2021 08:00,17.06,6.14,1.79,29.25,Off
90851_3_44393_ 09:00, 09:00,16-Jul,16/7/2021 09:00,12.73,5.41,2.59,30.5,On
90851_3_44393_ 09:00, 09:00,16-Jul,16/7/2021 09:00,12.73,5.41,2.59,30.5,Off
90851_3_44393_ 09:00, 09:00,16-Jul,16/7/2021 09:00,12.73,5.41,2.59,30.5,On
90851_3_44393_ 09:00, 09:00,16-Jul,16/7/2021 09:00,12.73,5.41,2.59,30.5,Off
90851_3_44393_ 10:00, 10:00,16-Jul,16/7/2021 10:00,13.69,6.55,3.62,33,On
90851_3_44393_ 10:00, 10:00,16-Jul,16/7/2021 10:00,13.69,6.55,3.62,33,Off
90851_3_44393_ 10:00, 10:00,16-Jul,16/7/2021 10:00,13.69,6.55,3.62,33,On
90851_3_44393_ 10:00, 10:00,16-Jul,16/7/2021 10:00,13.69,6.55,3.62,33,Off
90851_3_44393_ 11:00, 11:00,16-Jul,16/7/2021 11:00,16.12,7.71,5.36,37.75,On
90851_3_44393_ 11:00, 11:00,16-Jul,16/7/2021 11:00,16.12,7.71,5.36,37.75,Off
90851_3_44393_ 11:00, 11:00,16-Jul,16/7/2021 11:00,16.12,7.71,5.36,37.75,On
90851_3_44393_ 11:00, 11:00,16-Jul,16/7/2021 11:00,16.12,7.71,5.36,37.75,Off
90851_3_44393_ 12:00, 12:00,16-Jul,16/7/2021 12:00,12.52,5.07,3.76,33,On
90851_3_44393_ 12:00, 12:00,16-Jul,16/7/2021 12:00,12.52,5.07,3.76,33,Off
90851_3_44393_ 12:00, 12:00,16-Jul,16/7/2021 12:00,12.52,5.07,3.76,33,On
90851_3_44393_ 12:00, 12:00,16-Jul,16/7/2021 12:00,12.52,5.07,3.76,33,Off
90851_3_44393_ 13:00, 13:00,16-Jul,16/7/2021 13:00,24.47,7.45,5.47,40,On
90851_3_44393_ 13:00, 13:00,16-Jul,16/7/2021 13:00,24.47,7.45,5.47,40,Off
90851_3_44393_ 13:00, 13:00,16-Jul,16/7/2021 13:00,24.47,7.45,5.47,40,On
90851_3_44393_ 13:00, 13:00,16-Jul,16/7/2021 13:00,24.47,7.45,5.47,40,Off
90851_3_44393_ 14:00, 14:00,16-Jul,16/7/2021 14:00,17.21,6.63,4.43,36.75,On
90851_3_44393_ 14:00, 14:00,16-Jul,16/7/2021 14:00,17.21,6.63,4.43,36.75,Off
90851_3_44393_ 14:00, 14:00,16-Jul,16/7/2021 14:00,17.21,6.63,4.43,36.75,On
90851_3_44393_ 14:00, 14:00,16-Jul,16/7/2021 14:00,17.21,6.63,4.43,36.75,Off
90851_3_44393_ 15:00, 15:00,16-Jul,16/7/2021 15:00,11.04,4.01,4.23,29.75,On
90851_3_44393_ 15:00, 15:00,16-Jul,16/7/2021 15:00,11.04,4.01,4.23,29.75,Off
90851_3_44393_ 15:00, 15:00,16-Jul,16/7/2021 15:00,11.04,4.01,4.23,29.75,Off
90851_3_44393_ 15:00, 15:00,16-Jul,16/7/2021 15:00,11.04,4.01,4.23,29.75,Off
90851_3_44393_ 16:00, 16:00,16-Jul,16/7/2021 16:00,11.75,7.75,4.3,30.75,On
90851_3_44393_ 16:00, 16:00,16-Jul,16/7/2021 16:00,11.75,7.75,4.3,30.75,Off
90851_3_44393_ 16:00, 16:00,16-Jul,16/7/2021 16:00,11.75,7.75,4.3,30.75,On
90851_3_44393_ 16:00, 16:00,16-Jul,16/7/2021 16:00,11.75,7.75,4.3,30.75,Off
90851_3_44393_ 17:00, 17:00,16-Jul,16/7/2021 17:00,15.53,6.42,6.42,39.5,On
90851_3_44393_ 17:00, 17:00,16-Jul,16/7/2021 17:00,15.53,6.42,6.42,39.5,Off
90851_3_44393_ 17:00, 17:00,16-Jul,16/7/2021 17:00,15.53,6.42,6.42,39.5,On
90851_3_44393_ 17:00, 17:00,16-Jul,16/7/2021 17:00,15.53,6.42,6.42,39.5,Off
90851_3_44393_ 18:00, 18:00,16-Jul,16/7/2021 18:00,14.05,5.87,9.33,39.75,On
90851_3_44393_ 18:00, 18:00,16-Jul,16/7/2021 18:00,14.05,5.87,9.33,39.75,Off
90851_3_44393_ 18:00, 18:00,16-Jul,16/7/2021 18:00,14.05,5.87,9.33,39.75,On
90851_3_44393_ 18:00, 18:00,16-Jul,16/7/2021 18:00,14.05,5.87,9.33,39.75,Off
90851_3_44393_ 19:00, 19:00,16-Jul,16/7/2021 19:00,11.74,5.23,7.34,36.75,On
90851_3_44393_ 19:00, 19:00,16-Jul,16/7/2021 19:00,11.74,5.23,7.34,36.75,Off
90851_3_44393_ 19:00, 19:00,16-Jul,16/7/2021 19:00,11.74,5.23,7.34,36.75,Off
90851_3_44393_ 19:00, 19:00,16-Jul,16/7/2021 19:00,11.74,5.23,7.34,36.75,Off
90851_3_44393_ 20:00, 20:00,16-Jul,16/7/2021 20:00,15.85,10.7,5.32,32.75,On
90851_3_44393_ 20:00, 20:00,16-Jul,16/7/2021 20:00,15.85,10.7,5.32,32.75,Off
90851_3_44393_ 20:00, 20:00,16-Jul,16/7/2021 20:00,15.85,10.7,5.32,32.75,On
90851_3_44393_ 20:00, 20:00,16-Jul,16/7/2021 20:00,15.85,10.7,5.32,32.75,Off
90851_3_44393_ 21:00, 21:00,16-Jul,16/7/2021 21:00,17.88,8.21,3.88,36.75,On
90851_3_44393_ 21:00, 21:00,16-Jul,16/7/2021 21:00,17.88,8.21,3.88,36.75,Off
90851_3_44393_ 21:00, 21:00,16-Jul,16/7/2021 21:00,17.88,8.21,3.88,36.75,On
90851_3_44393_ 21:00, 21:00,16-Jul,16/7/2021 21:00,17.88,8.21,3.88,36.75,Off
90851_3_44393_ 22:00, 22:00,16-Jul,16/7/2021 22:00,16.8,5.05,2.53,32,On
90851_3_44393_ 22:00, 22:00,16-Jul,16/7/2021 22:00,16.8,5.05,2.53,32,Off
90851_3_44393_ 22:00, 22:00,16-Jul,16/7/2021 22:00,16.8,5.05,2.53,32,On
90851_3_44393_ 22:00, 22:00,16-Jul,16/7/2021 22:00,16.8,5.05,2.53,32,Off
90851_3_44393_ 23:00, 23:00,16-Jul,16/7/2021 23:00,20.52,6.53,1.56,26.75,On
90851_3_44393_ 23:00, 23:00,16-Jul,16/7/2021 23:00,20.52,6.53,1.56,26.75,Off
90851_3_44393_ 23:00, 23:00,16-Jul,16/7/2021 23:00,20.52,6.53,1.56,26.75,On
90851_3_44393_ 23:00, 23:00,16-Jul,16/7/2021 23:00,20.52,6.53,1.56,26.75,Off
90851_3_44394_ 00:00, 00:00,17-Jul,17/7/2021 00:00,11.28,2.99,0.08,17.5,On
90851_3_44394_ 00:00, 00:00,17-Jul,17/7/2021 00:00,11.28,2.99,0.08,17.5,Off
90851_3_44394_ 00:00, 00:00,17-Jul,17/7/2021 00:00,11.28,2.99,0.08,17.5,On
90851_3_44394_ 00:00, 00:00,17-Jul,17/7/2021 00:00,11.28,2.99,0.08,17.5,Off
90851_3_44394_ 01:00, 01:00,17-Jul,17/7/2021 01:00,9.89,1.82,0.03,12,On
90851_3_44394_ 01:00, 01:00,17-Jul,17/7/2021 01:00,9.89,1.82,0.03,12,Off
90851_3_44394_ 01:00, 01:00,17-Jul,17/7/2021 01:00,9.89,1.82,0.03,12,On
90851_3_44394_ 01:00, 01:00,17-Jul,17/7/2021 01:00,9.89,1.82,0.03,12,Off
90851_3_44394_ 02:00, 02:00,17-Jul,17/7/2021 02:00,5.09,2.57,0.02,11.75,On
90851_3_44394_ 02:00, 02:00,17-Jul,17/7/2021 02:00,5.09,2.57,0.02,11.75,Off
90851_3_44394_ 02:00, 02:00,17-Jul,17/7/2021 02:00,5.09,2.57,0.02,11.75,Off
90851_3_44394_ 02:00, 02:00,17-Jul,17/7/2021 02:00,5.09,2.57,0.02,11.75,Off
90851_3_44394_ 03:00, 03:00,17-Jul,17/7/2021 03:00,3.73,8.92,0,9.25,On
90851_3_44394_ 03:00, 03:00,17-Jul,17/7/2021 03:00,3.73,8.92,0,9.25,Off
90851_3_44394_ 03:00, 03:00,17-Jul,17/7/2021 03:00,3.73,8.92,0,9.25,Off
90851_3_44394_ 03:00, 03:00,17-Jul,17/7/2021 03:00,3.73,8.92,0,9.25,Off
90851_3_44394_ 04:00, 04:00,17-Jul,17/7/2021 04:00,1.36,0.72,0.43,8.5,On
90851_3_44394_ 04:00, 04:00,17-Jul,17/7/2021 04:00,1.36,0.72,0.43,8.5,Off
90851_3_44394_ 04:00, 04:00,17-Jul,17/7/2021 04:00,1.36,0.72,0.43,8.5,Off
90851_3_44394_ 04:00, 04:00,17-Jul,17/7/2021 04:00,1.36,0.72,0.43,8.5,Off
90851_3_44394_ 05:00, 05:00,17-Jul,17/7/2021 05:00,1.94,1.59,0.11,10,On
90851_3_44394_ 05:00, 05:00,17-Jul,17/7/2021 05:00,1.94,1.59,0.11,10,Off
90851_3_44394_ 05:00, 05:00,17-Jul,17/7/2021 05:00,1.94,1.59,0.11,10,Off
90851_3_44394_ 05:00, 05:00,17-Jul,17/7/2021 05:00,1.94,1.59,0.11,10,Off
90851_3_44394_ 06:00, 06:00,17-Jul,17/7/2021 06:00,3.39,2.37,0.61,16.5,On
90851_3_44394_ 06:00, 06:00,17-Jul,17/7/2021 06:00,3.39,2.37,0.61,16.5,Off
90851_3_44394_ 06:00, 06:00,17-Jul,17/7/2021 06:00,3.39,2.37,0.61,16.5,Off
90851_3_44394_ 06:00, 06:00,17-Jul,17/7/2021 06:00,3.39,2.37,0.61,16.5,Off
90851_3_44394_ 07:00, 07:00,17-Jul,17/7/2021 07:00,4.94,3.11,1.01,19.25,On
90851_3_44394_ 07:00, 07:00,17-Jul,17/7/2021 07:00,4.94,3.11,1.01,19.25,Off
90851_3_44394_ 07:00, 07:00,17-Jul,17/7/2021 07:00,4.94,3.11,1.01,19.25,Off
90851_3_44394_ 07:00, 07:00,17-Jul,17/7/2021 07:00,4.94,3.11,1.01,19.25,Off
90851_3_44394_ 08:00, 08:00,17-Jul,17/7/2021 08:00,10.35,4.72,2.68,23.5,On
90851_3_44394_ 08:00, 08:00,17-Jul,17/7/2021 08:00,10.35,4.72,2.68,23.5,Off
90851_3_44394_ 08:00, 08:00,17-Jul,17/7/2021 08:00,10.35,4.72,2.68,23.5,On
90851_3_44394_ 08:00, 08:00,17-Jul,17/7/2021 08:00,10.35,4.72,2.68,23.5,Off
90851_3_44394_ 09:00, 09:00,17-Jul,17/7/2021 09:00,10.49,7.42,2.63,26.5,On
90851_3_44394_ 09:00, 09:00,17-Jul,17/7/2021 09:00,10.49,7.42,2.63,26.5,Off
90851_3_44394_ 09:00, 09:00,17-Jul,17/7/2021 09:00,10.49,7.42,2.63,26.5,Off
90851_3_44394_ 09:00, 09:00,17-Jul,17/7/2021 09:00,10.49,7.42,2.63,26.5,Off
90851_3_44394_ 10:00, 10:00,17-Jul,17/7/2021 10:00,10.76,8.43,5.35,30.5,On
90851_3_44394_ 10:00, 10:00,17-Jul,17/7/2021 10:00,10.76,8.43,5.35,30.5,Off
90851_3_44394_ 10:00, 10:00,17-Jul,17/7/2021 10:00,10.76,8.43,5.35,30.5,Off
90851_3_44394_ 10:00, 10:00,17-Jul,17/7/2021 10:00,10.76,8.43,5.35,30.5,Off
90851_3_44394_ 11:00, 11:00,17-Jul,17/7/2021 11:00,10.39,5.71,5.92,34,On
90851_3_44394_ 11:00, 11:00,17-Jul,17/7/2021 11:00,10.39,5.71,5.92,34,Off
90851_3_44394_ 11:00, 11:00,17-Jul,17/7/2021 11:00,10.39,5.71,5.92,34,Off
90851_3_44394_ 11:00, 11:00,17-Jul,17/7/2021 11:00,10.39,5.71,5.92,34,Off
90851_3_44394_ 12:00, 12:00,17-Jul,17/7/2021 12:00,13.55,4.95,6.01,33.5,On
90851_3_44394_ 12:00, 12:00,17-Jul,17/7/2021 12:00,13.55,4.95,6.01,33.5,Off
90851_3_44394_ 12:00, 12:00,17-Jul,17/7/2021 12:00,13.55,4.95,6.01,33.5,Off
90851_3_44394_ 12:00, 12:00,17-Jul,17/7/2021 12:00,13.55,4.95,6.01,33.5,Off
90851_3_44394_ 13:00, 13:00,17-Jul,17/7/2021 13:00,20.94,6.51,3.82,33.5,On
90851_3_44394_ 13:00, 13:00,17-Jul,17/7/2021 13:00,20.94,6.51,3.82,33.5,Off
90851_3_44394_ 13:00, 13:00,17-Jul,17/7/2021 13:00,20.94,6.51,3.82,33.5,On
90851_3_44394_ 13:00, 13:00,17-Jul,17/7/2021 13:00,20.94,6.51,3.82,33.5,Off
90851_3_44394_ 14:00, 14:00,17-Jul,17/7/2021 14:00,15.27,6.53,3.87,30.75,On
90851_3_44394_ 14:00, 14:00,17-Jul,17/7/2021 14:00,15.27,6.53,3.87,30.75,Off
90851_3_44394_ 14:00, 14:00,17-Jul,17/7/2021 14:00,15.27,6.53,3.87,30.75,On
90851_3_44394_ 14:00, 14:00,17-Jul,17/7/2021 14:00,15.27,6.53,3.87,30.75,Off
90851_3_44394_ 15:00, 15:00,17-Jul,17/7/2021 15:00,16.85,6.85,3.5,30.75,On
90851_3_44394_ 15:00, 15:00,17-Jul,17/7/2021 15:00,16.85,6.85,3.5,30.75,Off
90851_3_44394_ 15:00, 15:00,17-Jul,17/7/2021 15:00,16.85,6.85,3.5,30.75,On
90851_3_44394_ 15:00, 15:00,17-Jul,17/7/2021 15:00,16.85,6.85,3.5,30.75,Off
90851_3_44394_ 16:00, 16:00,17-Jul,17/7/2021 16:00,10.94,6.63,4.15,29.75,On
90851_3_44394_ 16:00, 16:00,17-Jul,17/7/2021 16:00,10.94,6.63,4.15,29.75,Off
90851_3_44394_ 16:00, 16:00,17-Jul,17/7/2021 16:00,10.94,6.63,4.15,29.75,On
90851_3_44394_ 16:00, 16:00,17-Jul,17/7/2021 16:00,10.94,6.63,4.15,29.75,Off
90851_3_44394_ 17:00, 17:00,17-Jul,17/7/2021 17:00,13.98,5.25,6.7,36.25,On
90851_3_44394_ 17:00, 17:00,17-Jul,17/7/2021 17:00,13.98,5.25,6.7,36.25,Off
90851_3_44394_ 17:00, 17:00,17-Jul,17/7/2021 17:00,13.98,5.25,6.7,36.25,On
90851_3_44394_ 17:00, 17:00,17-Jul,17/7/2021 17:00,13.98,5.25,6.7,36.25,Off
90851_3_44394_ 18:00, 18:00,17-Jul,17/7/2021 18:00,13.73,7.32,9.19,42.75,On
90851_3_44394_ 18:00, 18:00,17-Jul,17/7/2021 18:00,13.73,7.32,9.19,42.75,Off
90851_3_44394_ 18:00, 18:00,17-Jul,17/7/2021 18:00,13.73,7.32,9.19,42.75,On
90851_3_44394_ 18:00, 18:00,17-Jul,17/7/2021 18:00,13.73,7.32,9.19,42.75,Off
90851_3_44394_ 19:00, 19:00,17-Jul,17/7/2021 19:00,12.76,6.37,8.96,44,On
90851_3_44394_ 19:00, 19:00,17-Jul,17/7/2021 19:00,12.76,6.37,8.96,44,Off
90851_3_44394_ 19:00, 19:00,17-Jul,17/7/2021 19:00,12.76,6.37,8.96,44,On
90851_3_44394_ 19:00, 19:00,17-Jul,17/7/2021 19:00,12.76,6.37,8.96,44,Off
90851_3_44394_ 20:00, 20:00,17-Jul,17/7/2021 20:00,11.36,5.82,5.3,47.75,On
90851_3_44394_ 20:00, 20:00,17-Jul,17/7/2021 20:00,11.36,5.82,5.3,47.75,On
90851_3_44394_ 20:00, 20:00,17-Jul,17/7/2021 20:00,11.36,5.82,5.3,47.75,Off
90851_3_44394_ 20:00, 20:00,17-Jul,17/7/2021 20:00,11.36,5.82,5.3,47.75,Off
90851_3_44394_ 20:00, 20:00,17-Jul,17/7/2021 20:00,11.36,5.82,5.3,47.75,Off
90851_3_44394_ 21:00, 21:00,17-Jul,17/7/2021 21:00,29.54,14.28,9.07,53.75,On
90851_3_44394_ 21:00, 21:00,17-Jul,17/7/2021 21:00,29.54,14.28,9.07,53.75,On
90851_3_44394_ 21:00, 21:00,17-Jul,17/7/2021 21:00,29.54,14.28,9.07,53.75,Off
90851_3_44394_ 21:00, 21:00,17-Jul,17/7/2021 21:00,29.54,14.28,9.07,53.75,On
90851_3_44394_ 21:00, 21:00,17-Jul,17/7/2021 21:00,29.54,14.28,9.07,53.75,Off
90851_3_44394_ 22:00, 22:00,17-Jul,17/7/2021 22:00,37.18,12.19,4.83,45.75,On
90851_3_44394_ 22:00, 22:00,17-Jul,17/7/2021 22:00,37.18,12.19,4.83,45.75,On
90851_3_44394_ 22:00, 22:00,17-Jul,17/7/2021 22:00,37.18,12.19,4.83,45.75,Off
90851_3_44394_ 22:00, 22:00,17-Jul,17/7/2021 22:00,37.18,12.19,4.83,45.75,On
