Radio Site_Sector_Date_Hour,Hour,Date,Date_Time,Sector_PDSCH_PRB_DL_Util,Sector_PUSCH_PRB_UL_Util,Sector_VoLTE_Traffic_Erl,Sector_Avg_RRC_connected_users,Capacity_On_Off
90851_3_44394_ 22:00, 22:00,17-Jul,17/7/2021 22:00,37.18,12.19,4.83,45.75,Off
90851_3_44394_ 23:00, 23:00,17-Jul,17/7/2021 23:00,45.67,10.74,2.82,39,On
90851_3_44394_ 23:00, 23:00,17-Jul,17/7/2021 23:00,45.67,10.74,2.82,39,On
90851_3_44394_ 23:00, 23:00,17-Jul,17/7/2021 23:00,45.67,10.74,2.82,39,Off
90851_3_44394_ 23:00, 23:00,17-Jul,17/7/2021 23:00,45.67,10.74,2.82,39,On
90851_3_44394_ 23:00, 23:00,17-Jul,17/7/2021 23:00,45.67,10.74,2.82,39,Off
90851_3_44395_ 00:00, 00:00,18-Jul,18/7/2021 00:00,25.1,5.81,0.33,24,On
90851_3_44395_ 00:00, 00:00,18-Jul,18/7/2021 00:00,25.1,5.81,0.33,24,On
90851_3_44395_ 00:00, 00:00,18-Jul,18/7/2021 00:00,25.1,5.81,0.33,24,Off
90851_3_44395_ 00:00, 00:00,18-Jul,18/7/2021 00:00,25.1,5.81,0.33,24,On
90851_3_44395_ 00:00, 00:00,18-Jul,18/7/2021 00:00,25.1,5.81,0.33,24,Off
90851_3_44395_ 01:00, 01:00,18-Jul,18/7/2021 01:00,16.03,3.05,0.41,16,On
90851_3_44395_ 01:00, 01:00,18-Jul,18/7/2021 01:00,16.03,3.05,0.41,16,On
90851_3_44395_ 01:00, 01:00,18-Jul,18/7/2021 01:00,16.03,3.05,0.41,16,Off
90851_3_44395_ 01:00, 01:00,18-Jul,18/7/2021 01:00,16.03,3.05,0.41,16,On
90851_3_44395_ 02:00, 02:00,18-Jul,18/7/2021 02:00,8.52,2.29,0.41,11.5,On
90851_3_44395_ 02:00, 02:00,18-Jul,18/7/2021 02:00,8.52,2.29,0.41,11.5,On
90851_3_44395_ 02:00, 02:00,18-Jul,18/7/2021 02:00,8.52,2.29,0.41,11.5,Off
90851_3_44395_ 02:00, 02:00,18-Jul,18/7/2021 02:00,8.52,2.29,0.41,11.5,On
90851_3_44395_ 03:00, 03:00,18-Jul,18/7/2021 03:00,4.37,1.29,0.01,9.75,On
90851_3_44395_ 03:00, 03:00,18-Jul,18/7/2021 03:00,4.37,1.29,0.01,9.75,On
90851_3_44395_ 03:00, 03:00,18-Jul,18/7/2021 03:00,4.37,1.29,0.01,9.75,Off
90851_3_44395_ 03:00, 03:00,18-Jul,18/7/2021 03:00,4.37,1.29,0.01,9.75,Off
90851_3_44395_ 04:00, 04:00,18-Jul,18/7/2021 04:00,11.31,0.72,0.04,9,On
90851_3_44395_ 04:00, 04:00,18-Jul,18/7/2021 04:00,11.31,0.72,0.04,9,On
90851_3_44395_ 04:00, 04:00,18-Jul,18/7/2021 04:00,11.31,0.72,0.04,9,Off
90851_3_44395_ 04:00, 04:00,18-Jul,18/7/2021 04:00,11.31,0.72,0.04,9,Off
90851_3_44395_ 05:00, 05:00,18-Jul,18/7/2021 05:00,2.58,5.5,0.19,8.75,On
90851_3_44395_ 05:00, 05:00,18-Jul,18/7/2021 05:00,2.58,5.5,0.19,8.75,On
90851_3_44395_ 05:00, 05:00,18-Jul,18/7/2021 05:00,2.58,5.5,0.19,8.75,Off
90851_3_44395_ 05:00, 05:00,18-Jul,18/7/2021 05:00,2.58,5.5,0.19,8.75,Off
90851_3_44395_ 06:00, 06:00,18-Jul,18/7/2021 06:00,1.73,3.67,0.26,14.5,On
90851_3_44395_ 06:00, 06:00,18-Jul,18/7/2021 06:00,1.73,3.67,0.26,14.5,Off
90851_3_44395_ 06:00, 06:00,18-Jul,18/7/2021 06:00,1.73,3.67,0.26,14.5,Off
90851_3_44395_ 06:00, 06:00,18-Jul,18/7/2021 06:00,1.73,3.67,0.26,14.5,Off
90851_3_44395_ 07:00, 07:00,18-Jul,18/7/2021 07:00,7.69,9.32,1.49,20,On
90851_3_44395_ 07:00, 07:00,18-Jul,18/7/2021 07:00,7.69,9.32,1.49,20,Off
90851_3_44395_ 07:00, 07:00,18-Jul,18/7/2021 07:00,7.69,9.32,1.49,20,Off
90851_3_44395_ 07:00, 07:00,18-Jul,18/7/2021 07:00,7.69,9.32,1.49,20,Off
90851_3_44395_ 08:00, 08:00,18-Jul,18/7/2021 08:00,7.8,4.14,1.84,21.5,On
90851_3_44395_ 08:00, 08:00,18-Jul,18/7/2021 08:00,7.8,4.14,1.84,21.5,Off
90851_3_44395_ 08:00, 08:00,18-Jul,18/7/2021 08:00,7.8,4.14,1.84,21.5,Off
90851_3_44395_ 08:00, 08:00,18-Jul,18/7/2021 08:00,7.8,4.14,1.84,21.5,Off
90851_3_44395_ 09:00, 09:00,18-Jul,18/7/2021 09:00,9.49,4.46,2.6,24.5,On
90851_3_44395_ 09:00, 09:00,18-Jul,18/7/2021 09:00,9.49,4.46,2.6,24.5,Off
90851_3_44395_ 09:00, 09:00,18-Jul,18/7/2021 09:00,9.49,4.46,2.6,24.5,Off
90851_3_44395_ 09:00, 09:00,18-Jul,18/7/2021 09:00,9.49,4.46,2.6,24.5,Off
90851_3_44395_ 10:00, 10:00,18-Jul,18/7/2021 10:00,12.12,5.64,5.18,29.25,On
90851_3_44395_ 10:00, 10:00,18-Jul,18/7/2021 10:00,12.12,5.64,5.18,29.25,Off
90851_3_44395_ 10:00, 10:00,18-Jul,18/7/2021 10:00,12.12,5.64,5.18,29.25,Off
90851_3_44395_ 10:00, 10:00,18-Jul,18/7/2021 10:00,12.12,5.64,5.18,29.25,Off
90851_3_44395_ 11:00, 11:00,18-Jul,18/7/2021 11:00,16.52,6.62,5.41,33.5,On
90851_3_44395_ 11:00, 11:00,18-Jul,18/7/2021 11:00,16.52,6.62,5.41,33.5,Off
90851_3_44395_ 11:00, 11:00,18-Jul,18/7/2021 11:00,16.52,6.62,5.41,33.5,On
90851_3_44395_ 11:00, 11:00,18-Jul,18/7/2021 11:00,16.52,6.62,5.41,33.5,Off
90851_3_44395_ 12:00, 12:00,18-Jul,18/7/2021 12:00,11.58,6.4,3.87,43,On
90851_3_44395_ 12:00, 12:00,18-Jul,18/7/2021 12:00,11.58,6.4,3.87,43,On
90851_3_44395_ 12:00, 12:00,18-Jul,18/7/2021 12:00,11.58,6.4,3.87,43,Off
90851_3_44395_ 12:00, 12:00,18-Jul,18/7/2021 12:00,11.58,6.4,3.87,43,On
90851_3_44395_ 12:00, 12:00,18-Jul,18/7/2021 12:00,11.58,6.4,3.87,43,Off
90851_3_44395_ 13:00, 13:00,18-Jul,18/7/2021 13:00,32.07,10.75,8.06,45.75,On
90851_3_44395_ 13:00, 13:00,18-Jul,18/7/2021 13:00,32.07,10.75,8.06,45.75,On
90851_3_44395_ 13:00, 13:00,18-Jul,18/7/2021 13:00,32.07,10.75,8.06,45.75,Off
90851_3_44395_ 13:00, 13:00,18-Jul,18/7/2021 13:00,32.07,10.75,8.06,45.75,On
90851_3_44395_ 13:00, 13:00,18-Jul,18/7/2021 13:00,32.07,10.75,8.06,45.75,On
90851_3_44395_ 14:00, 14:00,18-Jul,18/7/2021 14:00,20.51,8.86,7.64,41.75,On
90851_3_44395_ 14:00, 14:00,18-Jul,18/7/2021 14:00,20.51,8.86,7.64,41.75,On
90851_3_44395_ 14:00, 14:00,18-Jul,18/7/2021 14:00,20.51,8.86,7.64,41.75,Off
90851_3_44395_ 14:00, 14:00,18-Jul,18/7/2021 14:00,20.51,8.86,7.64,41.75,On
90851_3_44395_ 14:00, 14:00,18-Jul,18/7/2021 14:00,20.51,8.86,7.64,41.75,Off
90851_3_44395_ 15:00, 15:00,18-Jul,18/7/2021 15:00,24.48,10.57,5.69,42.25,On
90851_3_44395_ 15:00, 15:00,18-Jul,18/7/2021 15:00,24.48,10.57,5.69,42.25,On
90851_3_44395_ 15:00, 15:00,18-Jul,18/7/2021 15:00,24.48,10.57,5.69,42.25,Off
90851_3_44395_ 15:00, 15:00,18-Jul,18/7/2021 15:00,24.48,10.57,5.69,42.25,On
90851_3_44395_ 15:00, 15:00,18-Jul,18/7/2021 15:00,24.48,10.57,5.69,42.25,Off
90851_3_44395_ 16:00, 16:00,18-Jul,18/7/2021 16:00,22.65,6.85,3.5,37.25,On
90851_3_44395_ 16:00, 16:00,18-Jul,18/7/2021 16:00,22.65,6.85,3.5,37.25,On
90851_3_44395_ 16:00, 16:00,18-Jul,18/7/2021 16:00,22.65,6.85,3.5,37.25,Off
90851_3_44395_ 16:00, 16:00,18-Jul,18/7/2021 16:00,22.65,6.85,3.5,37.25,On
90851_3_44395_ 16:00, 16:00,18-Jul,18/7/2021 16:00,22.65,6.85,3.5,37.25,Off
90851_3_44395_ 17:00, 17:00,18-Jul,18/7/2021 17:00,18.8,6.18,6.69,39.5,On
90851_3_44395_ 17:00, 17:00,18-Jul,18/7/2021 17:00,18.8,6.18,6.69,39.5,On
90851_3_44395_ 17:00, 17:00,18-Jul,18/7/2021 17:00,18.8,6.18,6.69,39.5,Off
90851_3_44395_ 17:00, 17:00,18-Jul,18/7/2021 17:00,18.8,6.18,6.69,39.5,On
90851_3_44395_ 17:00, 17:00,18-Jul,18/7/2021 17:00,18.8,6.18,6.69,39.5,Off
90851_3_44395_ 18:00, 18:00,18-Jul,18/7/2021 18:00,23.39,9.46,9.16,47.5,On
90851_3_44395_ 18:00, 18:00,18-Jul,18/7/2021 18:00,23.39,9.46,9.16,47.5,On
90851_3_44395_ 18:00, 18:00,18-Jul,18/7/2021 18:00,23.39,9.46,9.16,47.5,Off
90851_3_44395_ 18:00, 18:00,18-Jul,18/7/2021 18:00,23.39,9.46,9.16,47.5,On
90851_3_44395_ 18:00, 18:00,18-Jul,18/7/2021 18:00,23.39,9.46,9.16,47.5,Off
90851_3_44395_ 19:00, 19:00,18-Jul,18/7/2021 19:00,26.12,8.79,8.56,51.25,On
90851_3_44395_ 19:00, 19:00,18-Jul,18/7/2021 19:00,26.12,8.79,8.56,51.25,On
90851_3_44395_ 19:00, 19:00,18-Jul,18/7/2021 19:00,26.12,8.79,8.56,51.25,Off
90851_3_44395_ 19:00, 19:00,18-Jul,18/7/2021 19:00,26.12,8.79,8.56,51.25,On
90851_3_44395_ 19:00, 19:00,18-Jul,18/7/2021 19:00,26.12,8.79,8.56,51.25,Off
90851_3_44395_ 20:00, 20:00,18-Jul,18/7/2021 20:00,27.19,9.38,5.98,42.75,On
90851_3_44395_ 20:00, 20:00,18-Jul,18/7/2021 20:00,27.19,9.38,5.98,42.75,On
90851_3_44395_ 20:00, 20:00,18-Jul,18/7/2021 20:00,27.19,9.38,5.98,42.75,Off
90851_3_44395_ 20:00, 20:00,18-Jul,18/7/2021 20:00,27.19,9.38,5.98,42.75,On
90851_3_44395_ 20:00, 20:00,18-Jul,18/7/2021 20:00,27.19,9.38,5.98,42.75,Off
90851_3_44395_ 21:00, 21:00,18-Jul,18/7/2021 21:00,21.3,7.25,3.94,40.75,On
90851_3_44395_ 21:00, 21:00,18-Jul,18/7/2021 21:00,21.3,7.25,3.94,40.75,On
90851_3_44395_ 21:00, 21:00,18-Jul,18/7/2021 21:00,21.3,7.25,3.94,40.75,Off
90851_3_44395_ 21:00, 21:00,18-Jul,18/7/2021 21:00,21.3,7.25,3.94,40.75,Off
90851_3_44395_ 21:00, 21:00,18-Jul,18/7/2021 21:00,21.3,7.25,3.94,40.75,Off
90851_3_44395_ 22:00, 22:00,18-Jul,18/7/2021 22:00,25.56,6.12,1.63,34,On
90851_3_44395_ 22:00, 22:00,18-Jul,18/7/2021 22:00,25.56,6.12,1.63,34,On
90851_3_44395_ 22:00, 22:00,18-Jul,18/7/2021 22:00,25.56,6.12,1.63,34,Off
90851_3_44395_ 22:00, 22:00,18-Jul,18/7/2021 22:00,25.56,6.12,1.63,34,Off
90851_3_44395_ 22:00, 22:00,18-Jul,18/7/2021 22:00,25.56,6.12,1.63,34,Off
90851_3_44395_ 23:00, 23:00,18-Jul,18/7/2021 23:00,18.43,3.67,0.57,26.67,On
90851_3_44395_ 23:00, 23:00,18-Jul,18/7/2021 23:00,18.43,3.67,0.57,26.67,On
90851_3_44395_ 23:00, 23:00,18-Jul,18/7/2021 23:00,18.43,3.67,0.57,26.67,Off
90851_3_44395_ 23:00, 23:00,18-Jul,18/7/2021 23:00,18.43,3.67,0.57,26.67,On
90851_3_44395_ 23:00, 23:00,18-Jul,18/7/2021 23:00,18.43,3.67,0.57,26.67,Off
90851_3_44396_ 00:00, 00:00,19-Jul,19/7/2021 00:00,17.52,2.48,0.11,19.75,On
90851_3_44396_ 00:00, 00:00,19-Jul,19/7/2021 00:00,17.52,2.48,0.11,19.75,On
90851_3_44396_ 00:00, 00:00,19-Jul,19/7/2021 00:00,17.52,2.48,0.11,19.75,Off
90851_3_44396_ 00:00, 00:00,19-Jul,19/7/2021 00:00,17.52,2.48,0.11,19.75,Off
90851_3_44396_ 00:00, 00:00,19-Jul,19/7/2021 00:00,17.52,2.48,0.11,19.75,Off
90851_3_44396_ 01:00, 01:00,19-Jul,19/7/2021 01:00,7.64,1.87,1.22,12.25,On
90851_3_44396_ 01:00, 01:00,19-Jul,19/7/2021 01:00,7.64,1.87,1.22,12.25,On
90851_3_44396_ 01:00, 01:00,19-Jul,19/7/2021 01:00,7.64,1.87,1.22,12.25,Off
90851_3_44396_ 01:00, 01:00,19-Jul,19/7/2021 01:00,7.64,1.87,1.22,12.25,Off
90851_3_44396_ 02:00, 02:00,19-Jul,19/7/2021 02:00,6.7,5.19,1.14,9.75,On
90851_3_44396_ 02:00, 02:00,19-Jul,19/7/2021 02:00,6.7,5.19,1.14,9.75,On
90851_3_44396_ 02:00, 02:00,19-Jul,19/7/2021 02:00,6.7,5.19,1.14,9.75,Off
90851_3_44396_ 02:00, 02:00,19-Jul,19/7/2021 02:00,6.7,5.19,1.14,9.75,Off
90851_3_44396_ 03:00, 03:00,19-Jul,19/7/2021 03:00,2.09,8.15,0.49,6.75,On
90851_3_44396_ 03:00, 03:00,19-Jul,19/7/2021 03:00,2.09,8.15,0.49,6.75,On
90851_3_44396_ 03:00, 03:00,19-Jul,19/7/2021 03:00,2.09,8.15,0.49,6.75,Off
90851_3_44396_ 03:00, 03:00,19-Jul,19/7/2021 03:00,2.09,8.15,0.49,6.75,Off
90851_3_44396_ 04:00, 04:00,19-Jul,19/7/2021 04:00,2.09,2,0.04,5.25,On
90851_3_44396_ 04:00, 04:00,19-Jul,19/7/2021 04:00,2.09,2,0.04,5.25,On
90851_3_44396_ 04:00, 04:00,19-Jul,19/7/2021 04:00,2.09,2,0.04,5.25,Off
90851_3_44396_ 04:00, 04:00,19-Jul,19/7/2021 04:00,2.09,2,0.04,5.25,Off
90851_3_44396_ 05:00, 05:00,19-Jul,19/7/2021 05:00,2.06,3.55,0.12,7.5,On
90851_3_44396_ 05:00, 05:00,19-Jul,19/7/2021 05:00,2.06,3.55,0.12,7.5,On
90851_3_44396_ 05:00, 05:00,19-Jul,19/7/2021 05:00,2.06,3.55,0.12,7.5,Off
90851_3_44396_ 05:00, 05:00,19-Jul,19/7/2021 05:00,2.06,3.55,0.12,7.5,Off
90851_3_44396_ 06:00, 06:00,19-Jul,19/7/2021 06:00,4.15,1.65,0.16,16.25,On
90851_3_44396_ 06:00, 06:00,19-Jul,19/7/2021 06:00,4.15,1.65,0.16,16.25,On
90851_3_44396_ 06:00, 06:00,19-Jul,19/7/2021 06:00,4.15,1.65,0.16,16.25,Off
90851_3_44396_ 06:00, 06:00,19-Jul,19/7/2021 06:00,4.15,1.65,0.16,16.25,Off
90851_3_44396_ 06:00, 06:00,19-Jul,19/7/2021 06:00,4.15,1.65,0.16,16.25,Off
90851_3_44396_ 07:00, 07:00,19-Jul,19/7/2021 07:00,8.6,4.16,0.72,20.5,On
90851_3_44396_ 07:00, 07:00,19-Jul,19/7/2021 07:00,8.6,4.16,0.72,20.5,On
90851_3_44396_ 07:00, 07:00,19-Jul,19/7/2021 07:00,8.6,4.16,0.72,20.5,Off
90851_3_44396_ 07:00, 07:00,19-Jul,19/7/2021 07:00,8.6,4.16,0.72,20.5,Off
90851_3_44396_ 07:00, 07:00,19-Jul,19/7/2021 07:00,8.6,4.16,0.72,20.5,Off
90851_3_44396_ 08:00, 08:00,19-Jul,19/7/2021 08:00,15.95,5.78,1.96,26,On
90851_3_44396_ 08:00, 08:00,19-Jul,19/7/2021 08:00,15.95,5.78,1.96,26,On
90851_3_44396_ 08:00, 08:00,19-Jul,19/7/2021 08:00,15.95,5.78,1.96,26,Off
90851_3_44396_ 08:00, 08:00,19-Jul,19/7/2021 08:00,15.95,5.78,1.96,26,On
90851_3_44396_ 08:00, 08:00,19-Jul,19/7/2021 08:00,15.95,5.78,1.96,26,Off
90851_3_44396_ 09:00, 09:00,19-Jul,19/7/2021 09:00,21.9,8.07,4.61,36,On
90851_3_44396_ 09:00, 09:00,19-Jul,19/7/2021 09:00,21.9,8.07,4.61,36,On
90851_3_44396_ 09:00, 09:00,19-Jul,19/7/2021 09:00,21.9,8.07,4.61,36,Off
90851_3_44396_ 09:00, 09:00,19-Jul,19/7/2021 09:00,21.9,8.07,4.61,36,On
90851_3_44396_ 09:00, 09:00,19-Jul,19/7/2021 09:00,21.9,8.07,4.61,36,Off
90851_3_44396_ 10:00, 10:00,19-Jul,19/7/2021 10:00,20.22,13.11,6.46,39.5,On
90851_3_44396_ 10:00, 10:00,19-Jul,19/7/2021 10:00,20.22,13.11,6.46,39.5,On
90851_3_44396_ 10:00, 10:00,19-Jul,19/7/2021 10:00,20.22,13.11,6.46,39.5,Off
90851_3_44396_ 10:00, 10:00,19-Jul,19/7/2021 10:00,20.22,13.11,6.46,39.5,On
90851_3_44396_ 10:00, 10:00,19-Jul,19/7/2021 10:00,20.22,13.11,6.46,39.5,Off
90851_3_44396_ 11:00, 11:00,19-Jul,19/7/2021 11:00,24.77,11.62,7.22,39,On
90851_3_44396_ 11:00, 11:00,19-Jul,19/7/2021 11:00,24.77,11.62,7.22,39,On
90851_3_44396_ 11:00, 11:00,19-Jul,19/7/2021 11:00,24.77,11.62,7.22,39,Off
90851_3_44396_ 11:00, 11:00,19-Jul,19/7/2021 11:00,24.77,11.62,7.22,39,On
90851_3_44396_ 11:00, 11:00,19-Jul,19/7/2021 11:00,24.77,11.62,7.22,39,Off
90851_3_44396_ 12:00, 12:00,19-Jul,19/7/2021 12:00,22.08,9.06,8.85,42.75,On
90851_3_44396_ 12:00, 12:00,19-Jul,19/7/2021 12:00,22.08,9.06,8.85,42.75,On
90851_3_44396_ 12:00, 12:00,19-Jul,19/7/2021 12:00,22.08,9.06,8.85,42.75,Off
90851_3_44396_ 12:00, 12:00,19-Jul,19/7/2021 12:00,22.08,9.06,8.85,42.75,On
90851_3_44396_ 12:00, 12:00,19-Jul,19/7/2021 12:00,22.08,9.06,8.85,42.75,Off
90851_3_44396_ 13:00, 13:00,19-Jul,19/7/2021 13:00,23.4,8.69,6.54,43.75,On
90851_3_44396_ 13:00, 13:00,19-Jul,19/7/2021 13:00,23.4,8.69,6.54,43.75,On
90851_3_44396_ 13:00, 13:00,19-Jul,19/7/2021 13:00,23.4,8.69,6.54,43.75,Off
90851_3_44396_ 13:00, 13:00,19-Jul,19/7/2021 13:00,23.4,8.69,6.54,43.75,On
90851_3_44396_ 13:00, 13:00,19-Jul,19/7/2021 13:00,23.4,8.69,6.54,43.75,Off
90851_3_44396_ 14:00, 14:00,19-Jul,19/7/2021 14:00,21.41,8.79,5.92,39.75,On
90851_3_44396_ 14:00, 14:00,19-Jul,19/7/2021 14:00,21.41,8.79,5.92,39.75,On
90851_3_44396_ 14:00, 14:00,19-Jul,19/7/2021 14:00,21.41,8.79,5.92,39.75,Off
90851_3_44396_ 14:00, 14:00,19-Jul,19/7/2021 14:00,21.41,8.79,5.92,39.75,On
90851_3_44396_ 14:00, 14:00,19-Jul,19/7/2021 14:00,21.41,8.79,5.92,39.75,Off
90851_3_44396_ 15:00, 15:00,19-Jul,19/7/2021 15:00,17.02,7.24,4.78,32.25,On
90851_3_44396_ 15:00, 15:00,19-Jul,19/7/2021 15:00,17.02,7.24,4.78,32.25,On
90851_3_44396_ 15:00, 15:00,19-Jul,19/7/2021 15:00,17.02,7.24,4.78,32.25,Off
90851_3_44396_ 15:00, 15:00,19-Jul,19/7/2021 15:00,17.02,7.24,4.78,32.25,On
90851_3_44396_ 15:00, 15:00,19-Jul,19/7/2021 15:00,17.02,7.24,4.78,32.25,Off
90851_3_44396_ 16:00, 16:00,19-Jul,19/7/2021 16:00,16.67,10.23,7.37,38,On
90851_3_44396_ 16:00, 16:00,19-Jul,19/7/2021 16:00,16.67,10.23,7.37,38,On
90851_3_44396_ 16:00, 16:00,19-Jul,19/7/2021 16:00,16.67,10.23,7.37,38,Off
90851_3_44396_ 16:00, 16:00,19-Jul,19/7/2021 16:00,16.67,10.23,7.37,38,On
90851_3_44396_ 16:00, 16:00,19-Jul,19/7/2021 16:00,16.67,10.23,7.37,38,Off
90851_3_44396_ 17:00, 17:00,19-Jul,19/7/2021 17:00,16.43,9.23,10.24,44.25,On
90851_3_44396_ 17:00, 17:00,19-Jul,19/7/2021 17:00,16.43,9.23,10.24,44.25,On
90851_3_44396_ 17:00, 17:00,19-Jul,19/7/2021 17:00,16.43,9.23,10.24,44.25,Off
90851_3_44396_ 17:00, 17:00,19-Jul,19/7/2021 17:00,16.43,9.23,10.24,44.25,Off
90851_3_44396_ 17:00, 17:00,19-Jul,19/7/2021 17:00,16.43,9.23,10.24,44.25,Off
90851_3_44396_ 18:00, 18:00,19-Jul,19/7/2021 18:00,15.98,9.83,10.13,46.25,On
90851_3_44396_ 18:00, 18:00,19-Jul,19/7/2021 18:00,15.98,9.83,10.13,46.25,On
90851_3_44396_ 18:00, 18:00,19-Jul,19/7/2021 18:00,15.98,9.83,10.13,46.25,Off
90851_3_44396_ 18:00, 18:00,19-Jul,19/7/2021 18:00,15.98,9.83,10.13,46.25,Off
90851_3_44396_ 18:00, 18:00,19-Jul,19/7/2021 18:00,15.98,9.83,10.13,46.25,Off
90851_3_44396_ 19:00, 19:00,19-Jul,19/7/2021 19:00,16.5,14.06,10.58,41.5,On
90851_3_44396_ 19:00, 19:00,19-Jul,19/7/2021 19:00,16.5,14.06,10.58,41.5,On
90851_3_44396_ 19:00, 19:00,19-Jul,19/7/2021 19:00,16.5,14.06,10.58,41.5,Off
90851_3_44396_ 19:00, 19:00,19-Jul,19/7/2021 19:00,16.5,14.06,10.58,41.5,Off
90851_3_44396_ 19:00, 19:00,19-Jul,19/7/2021 19:00,16.5,14.06,10.58,41.5,Off
90851_3_44396_ 20:00, 20:00,19-Jul,19/7/2021 20:00,19.3,7.47,7.13,37.25,On
90851_3_44396_ 20:00, 20:00,19-Jul,19/7/2021 20:00,19.3,7.47,7.13,37.25,On
90851_3_44396_ 20:00, 20:00,19-Jul,19/7/2021 20:00,19.3,7.47,7.13,37.25,Off
90851_3_44396_ 20:00, 20:00,19-Jul,19/7/2021 20:00,19.3,7.47,7.13,37.25,On
90851_3_44396_ 20:00, 20:00,19-Jul,19/7/2021 20:00,19.3,7.47,7.13,37.25,Off
90851_3_44396_ 21:00, 21:00,19-Jul,19/7/2021 21:00,22.99,7.44,4.54,38.5,On
90851_3_44396_ 21:00, 21:00,19-Jul,19/7/2021 21:00,22.99,7.44,4.54,38.5,On
90851_3_44396_ 21:00, 21:00,19-Jul,19/7/2021 21:00,22.99,7.44,4.54,38.5,Off
90851_3_44396_ 21:00, 21:00,19-Jul,19/7/2021 21:00,22.99,7.44,4.54,38.5,On
90851_3_44396_ 21:00, 21:00,19-Jul,19/7/2021 21:00,22.99,7.44,4.54,38.5,Off
90851_3_44396_ 22:00, 22:00,19-Jul,19/7/2021 22:00,25.17,7.35,4.24,34.5,On
90851_3_44396_ 22:00, 22:00,19-Jul,19/7/2021 22:00,25.17,7.35,4.24,34.5,On
90851_3_44396_ 22:00, 22:00,19-Jul,19/7/2021 22:00,25.17,7.35,4.24,34.5,Off
90851_3_44396_ 22:00, 22:00,19-Jul,19/7/2021 22:00,25.17,7.35,4.24,34.5,On
90851_3_44396_ 22:00, 22:00,19-Jul,19/7/2021 22:00,25.17,7.35,4.24,34.5,Off
90851_3_44396_ 23:00, 23:00,19-Jul,19/7/2021 23:00,26.12,5.41,1.5,26.25,On
90851_3_44396_ 23:00, 23:00,19-Jul,19/7/2021 23:00,26.12,5.41,1.5,26.25,On
90851_3_44396_ 23:00, 23:00,19-Jul,19/7/2021 23:00,26.12,5.41,1.5,26.25,Off
90851_3_44396_ 23:00, 23:00,19-Jul,19/7/2021 23:00,26.12,5.41,1.5,26.25,On
90851_3_44396_ 23:00, 23:00,19-Jul,19/7/2021 23:00,26.12,5.41,1.5,26.25,Off
